index,id,menuCommandString,menu_en,menu_ja,extendscript,applescript,jxa,minVersion,maxVersion
161,menuCommandString_125,AISlice Release Slice,Object > Slice > Release,オブジェクト > スライス > 解除,app.executeMenuCommand('AISlice Release Slice');,"execute menu command menu command string ""AISlice Release Slice""",app.executeMenuCommand({menuCommandString: 'AISlice Release Slice'});,16,99
162,menuCommandString_126,AISlice Create from Guides,Object > Slice > Create from Guides,オブジェクト > スライス > ガイドから作成,app.executeMenuCommand('AISlice Create from Guides');,"execute menu command menu command string ""AISlice Create from Guides""",app.executeMenuCommand({menuCommandString: 'AISlice Create from Guides'});,16,99
163,menuCommandString_127,AISlice Create from Selection,Object > Slice > Create from Selection,オブジェクト > スライス > 選択範囲から作成,app.executeMenuCommand('AISlice Create from Selection');,"execute menu command menu command string ""AISlice Create from Selection""",app.executeMenuCommand({menuCommandString: 'AISlice Create from Selection'});,16,99
164,menuCommandString_128,AISlice Duplicate,Object > Slice > Duplicate Slice,オブジェクト > スライス > スライスを複製,app.executeMenuCommand('AISlice Duplicate');,"execute menu command menu command string ""AISlice Duplicate""",app.executeMenuCommand({menuCommandString: 'AISlice Duplicate'});,16,99
165,menuCommandString_129,AISlice Combine,Object > Slice > Combine Slices,オブジェクト > スライス > スライスを結合,app.executeMenuCommand('AISlice Combine');,"execute menu command menu command string ""AISlice Combine""",app.executeMenuCommand({menuCommandString: 'AISlice Combine'});,16,99
166,menuCommandString_130,AISlice Divide,Object > Slice > Divide Slices…,オブジェクト > スライス > スライスを分割...,app.executeMenuCommand('AISlice Divide');,"execute menu command menu command string ""AISlice Divide""",app.executeMenuCommand({menuCommandString: 'AISlice Divide'});,16,99
167,menuCommandString_131,AISlice Delete All Slices,Object > Slice > Delete All,オブジェクト > スライス > すべてを削除,app.executeMenuCommand('AISlice Delete All Slices');,"execute menu command menu command string ""AISlice Delete All Slices""",app.executeMenuCommand({menuCommandString: 'AISlice Delete All Slices'});,16,99
168,menuCommandString_132,AISlice Slice Options,Object > Slice > Slice Options…,オブジェクト > スライス > スライスオプション...,app.executeMenuCommand('AISlice Slice Options');,"execute menu command menu command string ""AISlice Slice Options""",app.executeMenuCommand({menuCommandString: 'AISlice Slice Options'});,16,99
169,menuCommandString_133,AISlice Clip to Artboard,Object > Slice > Clip to Artboard,オブジェクト > スライス > アートボードサイズでクリップ,app.executeMenuCommand('AISlice Clip to Artboard');,"execute menu command menu command string ""AISlice Clip to Artboard""",app.executeMenuCommand({menuCommandString: 'AISlice Clip to Artboard'});,16,99
170,menuCommandString_572,Generate Modal File Menu,Object > Generate Vectors (Beta),オブジェクト > 生成ベクター (Beta),app.executeMenuCommand('Generate Modal File Menu ');,"execute menu command menu command string ""Generate Modal File Menu """,app.executeMenuCommand({menuCommandString: 'Generate Modal File Menu '});,28.6,29.4
171,menuCommandString_589,Generate Modal File Menu,Object > Generate Vectors,オブジェクト > ベクターを生成,app.executeMenuCommand('Generate Modal File Menu ');,"execute menu command menu command string ""Generate Modal File Menu """,app.executeMenuCommand({menuCommandString: 'Generate Modal File Menu '});,29.5,29.8
172,menuCommandString_135,join,Object > Path > Join,オブジェクト > パス > 連結,app.executeMenuCommand('join');,"execute menu command menu command string ""join""",app.executeMenuCommand({menuCommandString: 'join'});,16,99
173,menuCommandString_136,average,Object > Path > Average…,オブジェクト > パス > 平均...,app.executeMenuCommand('average');,"execute menu command menu command string ""average""",app.executeMenuCommand({menuCommandString: 'average'});,16,99
174,menuCommandString_137,OffsetPath v22,Object > Path > Outline Stroke,オブジェクト > パス > パスのアウトライン,app.executeMenuCommand('OffsetPath v22');,"execute menu command menu command string ""OffsetPath v22""",app.executeMenuCommand({menuCommandString: 'OffsetPath v22'});,16,99
175,menuCommandString_138,OffsetPath v23,Object > Path > Offset Path…,オブジェクト > パス > パスのオフセット...,app.executeMenuCommand('OffsetPath v23');,"execute menu command menu command string ""OffsetPath v23""",app.executeMenuCommand({menuCommandString: 'OffsetPath v23'});,16,99
176,menuCommandString_139,Reverse Path Direction,Object > Path > Reverse Path Direction,オブジェクト > パス > パスの方向反転,app.executeMenuCommand('Reverse Path Direction');,"execute menu command menu command string ""Reverse Path Direction""",app.executeMenuCommand({menuCommandString: 'Reverse Path Direction'});,21,99
177,menuCommandString_140,simplify menu item,Object > Path > Simplify…,オブジェクト > パス > 単純化...,app.executeMenuCommand('simplify menu item');,"execute menu command menu command string ""simplify menu item""",app.executeMenuCommand({menuCommandString: 'simplify menu item'});,16,99
178,menuCommandString_558,smooth menu item,Object > Path > Smooth…,オブジェクト > パス > スムーズ...,app.executeMenuCommand('smooth menu item');,"execute menu command menu command string ""smooth menu item",app.executeMenuCommand({menuCommandString: 'smooth menu item'});,28.0,99.0
179,menuCommandString_141,Add Anchor Points2,Object > Path > Add Anchor Points,オブジェクト > パス > アンカーポイントの追加,app.executeMenuCommand('Add Anchor Points2');,"execute menu command menu command string ""Add Anchor Points2""",app.executeMenuCommand({menuCommandString: 'Add Anchor Points2'});,16,99
180,menuCommandString_142,Remove Anchor Points menu,Object > Path > Remove Anchor Points,オブジェクト > パス > アンカーポイントを削除,app.executeMenuCommand('Remove Anchor Points menu');,"execute menu command menu command string ""Remove Anchor Points menu""",app.executeMenuCommand({menuCommandString: 'Remove Anchor Points menu'});,16,99
181,menuCommandString_143,Knife Tool2,Object > Path > Divide Objects Below,オブジェクト > パス > 背面のオブジェクトを分割,app.executeMenuCommand('Knife Tool2');,"execute menu command menu command string ""Knife Tool2""",app.executeMenuCommand({menuCommandString: 'Knife Tool2'});,16,99
182,menuCommandString_144,Rows and Columns....,Object > Path > Split Into Grid…,オブジェクト > パス > グリッドに分割...,app.executeMenuCommand('Rows and Columns....');,"execute menu command menu command string ""Rows and Columns....""",app.executeMenuCommand({menuCommandString: 'Rows and Columns....'});,16,99
183,menuCommandString_145,cleanup menu item,Object > Path > Clean Up…,オブジェクト > パス > パスの削除...,app.executeMenuCommand('cleanup menu item');,"execute menu command menu command string ""cleanup menu item""",app.executeMenuCommand({menuCommandString: 'cleanup menu item'});,16,99
184,menuCommandString_146,Convert to Shape,Object > Shape > Convert to Shapes,オブジェクト > シェイプ > シェイプに変換,app.executeMenuCommand('Convert to Shape');,"execute menu command menu command string ""Convert to Shape""",app.executeMenuCommand({menuCommandString: 'Convert to Shape'});,18,99
185,menuCommandString_147,Expand Shape,Object > Shape > Expand Shapes,オブジェクト > シェイプ > シェイプを拡張,app.executeMenuCommand('Expand Shape');,"execute menu command menu command string ""Expand Shape""",app.executeMenuCommand({menuCommandString: 'Expand Shape'});,18,99
186,menuCommandString_571,Shape Fill Object Menu,Object > Gen Shape Fill (Beta),オブジェクト > 生成塗りつぶし (シェイプ) (Beta),app.executeMenuCommand('Shape Fill Object Menu');,"execute menu command menu command string ""Shape Fill Object Menu""",app.executeMenuCommand({menuCommandString: 'Shape Fill Object Menu'});,28.6,29.4
187,menuCommandString_588,Shape Fill Object Menu,Object > Gen Shape Fill,オブジェクト > 生成塗りつぶし (シェイプ),app.executeMenuCommand('Shape Fill Object Menu');,"execute menu command menu command string ""Shape Fill Object Menu""",app.executeMenuCommand({menuCommandString: 'Shape Fill Object Menu'});,29.5,29.8
188,menuCommandString_600,Gen Expand Object Make,Object > Generative Expand... > Make...,オブジェクト > 生成拡張... > 作成...,app.executeMenuCommand('Gen Expand Object Make');,"execute menu command menu command string ""Gen Expand Object Make""",app.executeMenuCommand({menuCommandString: 'Gen Expand Object Make'});,29.6,29.8
189,menuCommandString_601,Gen Expand Object Combine,Object > Generative Expand... > Combine,オブジェクト > 生成拡張... > 結合,app.executeMenuCommand('Gen Expand Object Combine');,"execute menu command menu command string ""Gen Expand Object Combine""",app.executeMenuCommand({menuCommandString: 'Gen Expand Object Combine'});,29.6,29.8
190,menuCommandString_602,Gen Bleed Object Menu,Object > Print Bleed...,オブジェクト > 裁ち落としを印刷...,app.executeMenuCommand('Gen Bleed Object Menu');,"execute menu command menu command string ""Gen Bleed Object Menu""",app.executeMenuCommand({menuCommandString: 'Gen Bleed Object Menu'});,29.6,29.8
191,menuCommandString_148,Adobe Make Pattern,Object > Pattern > Make,オブジェクト > パターン > 作成,app.executeMenuCommand('Adobe Make Pattern');,"execute menu command menu command string ""Adobe Make Pattern""",app.executeMenuCommand({menuCommandString: 'Adobe Make Pattern'});,16,99
192,menuCommandString_149,Adobe Edit Pattern,Object > Pattern > Edit Pattern,オブジェクト > パターン > パターンを編集,app.executeMenuCommand('Adobe Edit Pattern');,"execute menu command menu command string ""Adobe Edit Pattern""",app.executeMenuCommand({menuCommandString: 'Adobe Edit Pattern'});,16,99
193,menuCommandString_150,Adobe Pattern Tile Color,Object > Pattern > Tile Edge Color…,オブジェクト > パターン > タイルの境界線カラー...,app.executeMenuCommand('Adobe Pattern Tile Color');,"execute menu command menu command string ""Adobe Pattern Tile Color""",app.executeMenuCommand({menuCommandString: 'Adobe Pattern Tile Color'});,16,99
194,menuCommandString_559,Text To Pattern,Object > Pattern > Text to Pattern (Beta),オブジェクト > パターン > テキストからパターン生成 (Beta),app.executeMenuCommand('Text To Pattern');,"execute menu command menu command string ""Text To Pattern""",app.executeMenuCommand({menuCommandString: 'Text To Pattern'});,28.0,28.5
195,menuCommandString_585,Adobe Generative Patterns Panel,Object > Pattern > Generate Patterns (Beta),オブジェクト > パターン > 生成パターン (Beta),app.executeMenuCommand('Adobe Generative Patterns Panel');,"execute menu command menu command string ""Adobe Generative Patterns Panel""",app.executeMenuCommand({menuCommandString: 'Adobe Generative Patterns Panel'});,28.6,29.4
196,menuCommandString_587,Adobe Generative Patterns Panel,Object > Pattern > Generate Patterns,オブジェクト > パターン > パターンを生成,app.executeMenuCommand('Adobe Generative Patterns Panel');,"execute menu command menu command string ""Adobe Generative Patterns Panel""",app.executeMenuCommand({menuCommandString: 'Adobe Generative Patterns Panel'});,29.5,29.8
197,menuCommandString_540,Partial Rearrange Make,Object > Intertwine > Make,オブジェクト > クロスと重なり > 作成,app.executeMenuCommand('Partial Rearrange Make');,"execute menu command menu command string ""Partial Rearrange Make""",app.executeMenuCommand({menuCommandString: 'Partial Rearrange Make'});,27.0,99.0
198,menuCommandString_541,Partial Rearrange Release,Object > Intertwine > Release,オブジェクト > クロスと重なり > 解除,app.executeMenuCommand('Partial Rearrange Release');,"execute menu command menu command string ""Partial Rearrange Release""",app.executeMenuCommand({menuCommandString: 'Partial Rearrange Release'});,27.0,99.0
199,menuCommandString_542,Partial Rearrange Edit,Object > Intertwine > Edit,オブジェクト > クロスと重なり > 編集,app.executeMenuCommand('Partial Rearrange Edit');,"execute menu command menu command string ""Partial Rearrange Edit""",app.executeMenuCommand({menuCommandString: 'Partial Rearrange Edit'});,27.0,99.0
200,menuCommandString_491,Make Radial Repeat,Object > Repeat > Make Radial,オブジェクト > リピート > ラジアル,app.executeMenuCommand('Make Radial Repeat');,"execute menu command menu command string ""Make Radial Repeat""",app.executeMenuCommand({menuCommandString: 'Make Radial Repeat'});,25.1,99
201,menuCommandString_492,Make Grid Repeat,Object > Repeat > Make Grid,オブジェクト > リピート > グリッド,app.executeMenuCommand('Make Grid Repeat');,"execute menu command menu command string ""Make Grid Repeat""",app.executeMenuCommand({menuCommandString: 'Make Grid Repeat'});,25.1,99
202,menuCommandString_493,Make Symmetry Repeat,Object > Repeat > Make Symmetry,オブジェクト > リピート > ミラー,app.executeMenuCommand('Make Symmetry Repeat');,"execute menu command menu command string ""Make Symmetry Repeat""",app.executeMenuCommand({menuCommandString: 'Make Symmetry Repeat'});,25.1,99
203,menuCommandString_494,Release Repeat Art,Object > Repeat > Release,オブジェクト > リピート > 解除,app.executeMenuCommand('Release Repeat Art');,"execute menu command menu command string ""Release Repeat Art""",app.executeMenuCommand({menuCommandString: 'Release Repeat Art'});,25.1,99
204,menuCommandString_495,Repeat Art Options,Object > Repeat > Options…,オブジェクト > リピート > オプション...,app.executeMenuCommand('Repeat Art Options');,"execute menu command menu command string ""Repeat Art Options""",app.executeMenuCommand({menuCommandString: 'Repeat Art Options'});,25.1,99
205,menuCommandString_573,Attach Objects on Path,Object > Objects on Path > Attach…,オブジェクト > パス上オブジェクト > スナップ…,app.executeMenuCommand('Attach Objects on Path');,"execute menu command menu command string ""Attach Objects on Path""",app.executeMenuCommand({menuCommandString: 'Attach Objects on Path'});,29.0,29.1
206,menuCommandString_593,Attach Objects on Path,Object > Objects on Path > Attach...,オブジェクト > パス上オブジェクト > アタッチ...,app.executeMenuCommand('Attach Objects on Path');,"execute menu command menu command string ""Attach Objects on Path""",app.executeMenuCommand({menuCommandString: 'Attach Objects on Path'});,29.2,99.0
207,menuCommandString_581,Options Objects on Path,Object > Objects on Path > Options…,オブジェクト > パス上オブジェクト > オプション…,app.executeMenuCommand('Options Objects on Path');,"execute menu command menu command string ""Options Objects on Path""",app.executeMenuCommand({menuCommandString: 'Options Objects on Path'});,29.0,99.0
208,menuCommandString_580,Expand Objects on Path,Object > Objects on Path > Expand,オブジェクト > パス上オブジェクト > 拡張,app.executeMenuCommand('Expand Objects on Path');,"execute menu command menu command string ""Expand Objects on Path""",app.executeMenuCommand({menuCommandString: 'Expand Objects on Path'});,29.0,99.0
209,menuCommandString_151,Path Blend Make,Object > Blend > Make,オブジェクト > ブレンド > 作成,app.executeMenuCommand('Path Blend Make');,"execute menu command menu command string ""Path Blend Make""",app.executeMenuCommand({menuCommandString: 'Path Blend Make'});,16,99
210,menuCommandString_152,Path Blend Release,Object > Blend > Release,オブジェクト > ブレンド > 解除,app.executeMenuCommand('Path Blend Release');,"execute menu command menu command string ""Path Blend Release""",app.executeMenuCommand({menuCommandString: 'Path Blend Release'});,16,99
211,menuCommandString_153,Path Blend Expand,Object > Blend > Expand,オブジェクト > ブレンド > 拡張,app.executeMenuCommand('Path Blend Expand');,"execute menu command menu command string ""Path Blend Expand""",app.executeMenuCommand({menuCommandString: 'Path Blend Expand'});,16,99
212,menuCommandString_154,Path Blend Options,Object > Blend > Blend Options…,オブジェクト > ブレンド > ブレンドオプション...,app.executeMenuCommand('Path Blend Options');,"execute menu command menu command string ""Path Blend Options""",app.executeMenuCommand({menuCommandString: 'Path Blend Options'});,16,99
213,menuCommandString_155,Path Blend Replace Spine,Object > Blend > Replace Spine,オブジェクト > ブレンド > ブレンド軸を置き換え,app.executeMenuCommand('Path Blend Replace Spine');,"execute menu command menu command string ""Path Blend Replace Spine""",app.executeMenuCommand({menuCommandString: 'Path Blend Replace Spine'});,16,99
214,menuCommandString_156,Path Blend Reverse Spine,Object > Blend > Reverse Spine,オブジェクト > ブレンド > ブレンド軸を反転,app.executeMenuCommand('Path Blend Reverse Spine');,"execute menu command menu command string ""Path Blend Reverse Spine""",app.executeMenuCommand({menuCommandString: 'Path Blend Reverse Spine'});,16,99
215,menuCommandString_157,Path Blend Reverse Stack,Object > Blend > Reverse Front to Back,オブジェクト > ブレンド > 前後を反転,app.executeMenuCommand('Path Blend Reverse Stack');,"execute menu command menu command string ""Path Blend Reverse Stack""",app.executeMenuCommand({menuCommandString: 'Path Blend Reverse Stack'});,16,99
216,menuCommandString_158,Make Warp,Object > Envelope Distort > Make with Warp…,オブジェクト > エンベロープ > ワープで作成...,app.executeMenuCommand('Make Warp');,"execute menu command menu command string ""Make Warp""",app.executeMenuCommand({menuCommandString: 'Make Warp'});,16,99
217,menuCommandString_159,Create Envelope Grid,Object > Envelope Distort > Make with Mesh…,オブジェクト > エンベロープ > メッシュで作成...,app.executeMenuCommand('Create Envelope Grid');,"execute menu command menu command string ""Create Envelope Grid""",app.executeMenuCommand({menuCommandString: 'Create Envelope Grid'});,16,99
218,menuCommandString_160,Make Envelope,Object > Envelope Distort > Make with Top Object,オブジェクト > エンベロープ > 最前面のオブジェクトで作成,app.executeMenuCommand('Make Envelope');,"execute menu command menu command string ""Make Envelope""",app.executeMenuCommand({menuCommandString: 'Make Envelope'});,16,99
219,menuCommandString_161,Release Envelope,Object > Envelope Distort > Release,オブジェクト > エンベロープ > 解除,app.executeMenuCommand('Release Envelope');,"execute menu command menu command string ""Release Envelope""",app.executeMenuCommand({menuCommandString: 'Release Envelope'});,16,99
220,menuCommandString_162,Envelope Options,Object > Envelope Distort > Envelope Options…,オブジェクト > エンベロープ > エンベロープオプション...,app.executeMenuCommand('Envelope Options');,"execute menu command menu command string ""Envelope Options""",app.executeMenuCommand({menuCommandString: 'Envelope Options'});,16,99
221,menuCommandString_163,Expand Envelope,Object > Envelope Distort > Expand,オブジェクト > エンベロープ > 拡張,app.executeMenuCommand('Expand Envelope');,"execute menu command menu command string ""Expand Envelope""",app.executeMenuCommand({menuCommandString: 'Expand Envelope'});,16,99
222,menuCommandString_164,Edit Envelope Contents,Object > Envelope Distort > Edit Contents,オブジェクト > エンベロープ > オブジェクトを編集,app.executeMenuCommand('Edit Envelope Contents');,"execute menu command menu command string ""Edit Envelope Contents""",app.executeMenuCommand({menuCommandString: 'Edit Envelope Contents'});,16,99
223,menuCommandString_165,Attach to Active Plane,Object > Perspective > Attach to Active Plane,オブジェクト > 遠近 > 選択面の図形にする,app.executeMenuCommand('Attach to Active Plane');,"execute menu command menu command string ""Attach to Active Plane""",app.executeMenuCommand({menuCommandString: 'Attach to Active Plane'});,16,99
224,menuCommandString_166,Release with Perspective,Object > Perspective > Release with Perspective,オブジェクト > 遠近 > 遠近グリッド上から解除,app.executeMenuCommand('Release with Perspective');,"execute menu command menu command string ""Release with Perspective""",app.executeMenuCommand({menuCommandString: 'Release with Perspective'});,16,99
225,menuCommandString_167,Show Object Grid Plane,Object > Perspective > Move Plane to Match Object,オブジェクト > 遠近 > オブジェクトに合わせて面を移動,app.executeMenuCommand('Show Object Grid Plane');,"execute menu command menu command string ""Show Object Grid Plane""",app.executeMenuCommand({menuCommandString: 'Show Object Grid Plane'});,16,99
226,menuCommandString_168,Edit Original Object,Object > Perspective > Edit Text,オブジェクト > 遠近 > テキストを編集,app.executeMenuCommand('Edit Original Object');,"execute menu command menu command string ""Edit Original Object""",app.executeMenuCommand({menuCommandString: 'Edit Original Object'});,16,99
227,menuCommandString_169,Make Planet X,Object > Live Paint > Make,オブジェクト > ライブペイント > 作成,app.executeMenuCommand('Make Planet X');,"execute menu command menu command string ""Make Planet X""",app.executeMenuCommand({menuCommandString: 'Make Planet X'});,16,99
228,menuCommandString_170,Marge Planet X,Object > Live Paint > Merge,オブジェクト > ライブペイント > 結合,app.executeMenuCommand('Marge Planet X');,"execute menu command menu command string ""Marge Planet X""",app.executeMenuCommand({menuCommandString: 'Marge Planet X'});,16,99
229,menuCommandString_171,Release Planet X,Object > Live Paint > Release,オブジェクト > ライブペイント > 解除,app.executeMenuCommand('Release Planet X');,"execute menu command menu command string ""Release Planet X""",app.executeMenuCommand({menuCommandString: 'Release Planet X'});,16,99
230,menuCommandString_172,Planet X Options,Object > Live Paint > Gap Options…,オブジェクト > ライブペイント > 隙間オプション...,app.executeMenuCommand('Planet X Options');,"execute menu command menu command string ""Planet X Options""",app.executeMenuCommand({menuCommandString: 'Planet X Options'});,16,99
231,menuCommandString_173,Expand Planet X,Object > Live Paint > Expand,オブジェクト > ライブペイント > 拡張,app.executeMenuCommand('Expand Planet X');,"execute menu command menu command string ""Expand Planet X""",app.executeMenuCommand({menuCommandString: 'Expand Planet X'});,16,99
232,menuCommandString_560,Make Vector Edge,Object > Mockup (Beta) > Make,オブジェクト > モックアップ (Beta) > 作成,app.executeMenuCommand('Make Vector Edge');,"execute menu command menu command string ""Make Vector Edge""",app.executeMenuCommand({menuCommandString: 'Make Vector Edge'});,28.0,28.5
233,menuCommandString_570,Make Vector Edge,Object > Mockup (Beta) > Preview Mockup,オブジェクト > モックアップ (Beta) > モックアップをプレビュー,app.executeMenuCommand('Make Vector Edge');,"execute menu command menu command string ""Make Vector Edge""",app.executeMenuCommand({menuCommandString: 'Make Vector Edge'});,28.6,28.9
234,menuCommandString_578,Make Vector Edge,Object > Mockup > Preview Mockup,オブジェクト > モックアップ > モックアップをプレビュー,app.executeMenuCommand('Make Vector Edge');,"execute menu command menu command string ""Make Vector Edge""",app.executeMenuCommand({menuCommandString: 'Make Vector Edge'});,29.0,99.0
235,menuCommandString_561,Release Vector Edge,Object > Mockup (Beta) > Release,オブジェクト > モックアップ (Beta) > 解除,app.executeMenuCommand('Release Vector Edge');,"execute menu command menu command string ""Release Vector Edge""",app.executeMenuCommand({menuCommandString: 'Release Vector Edge'});,28.0,28.9
236,menuCommandString_577,Release Vector Edge,Object > Mockup > Release,オブジェクト > モックアップ > 解除,app.executeMenuCommand('Release Vector Edge');,"execute menu command menu command string ""Release Vector Edge""",app.executeMenuCommand({menuCommandString: 'Release Vector Edge'});,29.0,99.0
237,menuCommandString_562,Edit Vector Edge,Object > Mockup (Beta) > Edit,オブジェクト > モックアップ (Beta) > 編集,app.executeMenuCommand('Edit Vector Edge');,"execute menu command menu command string ""Edit Vector Edge""",app.executeMenuCommand({menuCommandString: 'Edit Vector Edge'});,28.0,28.9
238,menuCommandString_576,Edit Vector Edge,Object > Mockup > Edit,オブジェクト > モックアップ > 編集,app.executeMenuCommand('Edit Vector Edge');,"execute menu command menu command string ""Edit Vector Edge""",app.executeMenuCommand({menuCommandString: 'Edit Vector Edge'});,29.0,99.0
239,menuCommandString_174,Make Image Tracing,Object > Image Trace > Make,オブジェクト > 画像トレース > 作成,app.executeMenuCommand('Make Image Tracing');,"execute menu command menu command string ""Make Image Tracing""",app.executeMenuCommand({menuCommandString: 'Make Image Tracing'});,16,99
240,menuCommandString_175,Make and Expand Image Tracing,Object > Image Trace > Make and Expand,オブジェクト > 画像トレース > 作成して拡張,app.executeMenuCommand('Make and Expand Image Tracing');,"execute menu command menu command string ""Make and Expand Image Tracing""",app.executeMenuCommand({menuCommandString: 'Make and Expand Image Tracing'});,16,99
241,menuCommandString_176,Release Image Tracing,Object > Image Trace > Release,オブジェクト > 画像トレース > 解除,app.executeMenuCommand('Release Image Tracing');,"execute menu command menu command string ""Release Image Tracing""",app.executeMenuCommand({menuCommandString: 'Release Image Tracing'});,16,99
242,menuCommandString_177,Expand Image Tracing,Object > Image Trace > Expand,オブジェクト > 画像トレース > 拡張,app.executeMenuCommand('Expand Image Tracing');,"execute menu command menu command string ""Expand Image Tracing""",app.executeMenuCommand({menuCommandString: 'Expand Image Tracing'});,16,99
243,menuCommandString_178,Make Text Wrap,Object > Text Wrap > Make,オブジェクト > テキストの回り込み > 作成,app.executeMenuCommand('Make Text Wrap');,"execute menu command menu command string ""Make Text Wrap""",app.executeMenuCommand({menuCommandString: 'Make Text Wrap'});,16,99
244,menuCommandString_179,Release Text Wrap,Object > Text Wrap > Release,オブジェクト > テキストの回り込み > 解除,app.executeMenuCommand('Release Text Wrap');,"execute menu command menu command string ""Release Text Wrap""",app.executeMenuCommand({menuCommandString: 'Release Text Wrap'});,16,99
245,menuCommandString_180,Text Wrap Options...,Object > Text Wrap > Text Wrap Options…,オブジェクト > テキストの回り込み > テキストの回り込みオプション...,app.executeMenuCommand('Text Wrap Options...');,"execute menu command menu command string ""Text Wrap Options...""",app.executeMenuCommand({menuCommandString: 'Text Wrap Options...'});,16,99
246,menuCommandString_181,makeMask,Object > Clipping Mask > Make,オブジェクト > クリッピングマスク > 作成,app.executeMenuCommand('makeMask');,"execute menu command menu command string ""makeMask""",app.executeMenuCommand({menuCommandString: 'makeMask'});,16,99
247,menuCommandString_182,releaseMask,Object > Clipping Mask > Release,オブジェクト > クリッピングマスク > 解除,app.executeMenuCommand('releaseMask');,"execute menu command menu command string ""releaseMask""",app.executeMenuCommand({menuCommandString: 'releaseMask'});,16,99
248,menuCommandString_183,editMask,Object > Clipping Mask > Edit Contents,オブジェクト > クリッピングマスク > マスクを編集,app.executeMenuCommand('editMask');,"execute menu command menu command string ""editMask""",app.executeMenuCommand({menuCommandString: 'editMask'});,16,99
249,menuCommandString_184,compoundPath,Object > Compound Path > Make,オブジェクト > 複合パス > 作成,app.executeMenuCommand('compoundPath');,"execute menu command menu command string ""compoundPath""",app.executeMenuCommand({menuCommandString: 'compoundPath'});,16,99
250,menuCommandString_185,noCompoundPath,Object > Compound Path > Release,オブジェクト > 複合パス > 解除,app.executeMenuCommand('noCompoundPath');,"execute menu command menu command string ""noCompoundPath""",app.executeMenuCommand({menuCommandString: 'noCompoundPath'});,16,99
251,menuCommandString_186,setCropMarks,Object > Artboards > Convert to Artboards,オブジェクト > アートボード > アートボードに変換,app.executeMenuCommand('setCropMarks');,"execute menu command menu command string ""setCropMarks""",app.executeMenuCommand({menuCommandString: 'setCropMarks'});,16,99
252,menuCommandString_187,ReArrange Artboards,Object > Artboards > Rearrange,オブジェクト > アートボード > すべてのアートボードを再配置,app.executeMenuCommand('ReArrange Artboards');,"execute menu command menu command string ""ReArrange Artboards""",app.executeMenuCommand({menuCommandString: 'ReArrange Artboards'});,16,29.5
253,menuCommandString_604,ReArrange Artboards,Object > Artboards > Rearrange Artboards,オブジェクト > アートボード > アートボードを再配置,app.executeMenuCommand('ReArrange Artboards');,"execute menu command menu command string ""ReArrange Artboards""",app.executeMenuCommand({menuCommandString: 'ReArrange Artboards'});,29.6,99.0
254,menuCommandString_188,Fit Artboard to artwork bounds,Object > Artboards > Fit to Artwork Bounds,オブジェクト > アートボード > オブジェクト全体に合わせる,app.executeMenuCommand('Fit Artboard to artwork bounds');,"execute menu command menu command string ""Fit Artboard to artwork bounds""",app.executeMenuCommand({menuCommandString: 'Fit Artboard to artwork bounds'});,16,99
255,menuCommandString_613,Switch Orientation,Object > Artboards > Switch Orientation,オブジェクト > アートボード > 方向切り替え,app.executeMenuCommand('Switch Orientation');,"execute menu command menu command string ""Switch Orientation""",app.executeMenuCommand({menuCommandString: 'Switch Orientation'});,30.0,99.0
256,menuCommandString_189,Fit Artboard to selected Art,Object > Artboards > Fit to Selected Art,オブジェクト > アートボード > 選択オブジェクトに合わせる,app.executeMenuCommand('Fit Artboard to selected Art');,"execute menu command menu command string ""Fit Artboard to selected Art""",app.executeMenuCommand({menuCommandString: 'Fit Artboard to selected Art'});,16,99
257,menuCommandString_190,setGraphStyle,Object > Graph > Type…,オブジェクト > グラフ > 設定...,app.executeMenuCommand('setGraphStyle');,"execute menu command menu command string ""setGraphStyle""",app.executeMenuCommand({menuCommandString: 'setGraphStyle'});,16,99
258,menuCommandString_191,editGraphData,Object > Graph > Data…,オブジェクト > グラフ > データ...,app.executeMenuCommand('editGraphData');,"execute menu command menu command string ""editGraphData""",app.executeMenuCommand({menuCommandString: 'editGraphData'});,16,99
259,menuCommandString_192,graphDesigns,Object > Graph > Design…,オブジェクト > グラフ > デザイン...,app.executeMenuCommand('graphDesigns');,"execute menu command menu command string ""graphDesigns""",app.executeMenuCommand({menuCommandString: 'graphDesigns'});,16,99
260,menuCommandString_193,setBarDesign,Object > Graph > Column…,オブジェクト > グラフ > 棒グラフ...,app.executeMenuCommand('setBarDesign');,"execute menu command menu command string ""setBarDesign""",app.executeMenuCommand({menuCommandString: 'setBarDesign'});,16,99
261,menuCommandString_194,setIconDesign,Object > Graph > Marker…,オブジェクト > グラフ > マーカー...,app.executeMenuCommand('setIconDesign');,"execute menu command menu command string ""setIconDesign""",app.executeMenuCommand({menuCommandString: 'setIconDesign'});,16,99
262,menuCommandString_195,Browse Typekit Fonts Menu IllustratorUI,Type > More from Adobe Fonts…,書式 > Adobe Fonts のその他のフォント...,app.executeMenuCommand('Browse Typekit Fonts Menu IllustratorUI');,"execute menu command menu command string ""Browse Typekit Fonts Menu IllustratorUI""",app.executeMenuCommand({menuCommandString: 'Browse Typekit Fonts Menu IllustratorUI'});,17.1,99
