index,id,menuCommandString,menu_en,menu_ja,extendscript,applescript,jxa,minVersion,maxVersion
622,menuCommandString_534,supportCommunity,Help > Support Community,ヘルプ > サポートコミュニティ,app.executeMenuCommand('supportCommunity');,"execute menu command menu command string ""supportCommunity""",app.executeMenuCommand({menuCommandString: 'supportCommunity'});,26.0,99.0
623,menuCommandString_535,wishform,Help > Submit Bug/Feature Request…,ヘルプ > バグを送信／機能改善のリクエスト...,app.executeMenuCommand('wishform');,"execute menu command menu command string ""wishform""",app.executeMenuCommand({menuCommandString: 'wishform'});,25.0,99.0
624,menuCommandString_479,System Info,Help > System Info…,ヘルプ > システム情報...,app.executeMenuCommand('System Info');,"execute menu command menu command string ""System Info""",app.executeMenuCommand({menuCommandString: 'System Info'});,16,99
625,menuCommandString_634,faceSizeUp,Other Text > Point Size Up,その他のテキスト > フォントサイズを大きく (設定値参照),app.executeMenuCommand('faceSizeUp');,"execute menu command menu command string ""faceSizeUp""",app.executeMenuCommand({menuCommandString: 'faceSizeUp'});,29.4,99.0
626,menuCommandString_635,faceSizeDown,Other Text > Point Size Down,その他のテキスト > フォントサイズを小さく (設定値参照),app.executeMenuCommand('faceSizeDown');,"execute menu command menu command string ""faceSizeDown""",app.executeMenuCommand({menuCommandString: 'faceSizeDown'});,29.4,99.0
627,menuCommandString_636,sizeStepUp,Other Text > Font Size Step Up,その他のテキスト > フォントサイズを大きく (設定値×5),app.executeMenuCommand('sizeStepUp');,"execute menu command menu command string ""sizeStepUp""",app.executeMenuCommand({menuCommandString: 'sizeStepUp'});,29.4,99.0
628,menuCommandString_637,sizeStepDown,Other Text > Font Size Step Down,その他のテキスト > フォントサイズを小さく (設定値×5),app.executeMenuCommand('sizeStepDown');,"execute menu command menu command string ""sizeStepDown""",app.executeMenuCommand({menuCommandString: 'sizeStepDown'});,29.4,99.0
629,menuCommandString_638,~kernFurther,Other Text > Kern Looser,その他のテキスト > 文字間隔を広く,app.executeMenuCommand('~kernFurther');,"execute menu command menu command string ""~kernFurther""",app.executeMenuCommand({menuCommandString: '~kernFurther'});,29.4,99.0
630,menuCommandString_639,~kernCloser,Other Text > Kern Tighter,その他のテキスト > 文字間隔を狭く,app.executeMenuCommand('~kernCloser');,"execute menu command menu command string ""~kernCloser""",app.executeMenuCommand({menuCommandString: '~kernCloser'});,29.4,99.0
631,menuCommandString_640,tracking,Other Text > Tracking,その他のテキスト > トラッキング,app.executeMenuCommand('tracking');,"execute menu command menu command string ""tracking""",app.executeMenuCommand({menuCommandString: 'tracking'});,29.4,99.0
632,menuCommandString_641,clearTrack,Other Text > Clear Tracking,その他のテキスト > トラッキングを解除,app.executeMenuCommand('clearTrack');,"execute menu command menu command string ""clearTrack""",app.executeMenuCommand({menuCommandString: 'clearTrack'});,29.4,99.0
633,menuCommandString_642,spacing,Other Text > Spacing,その他のテキスト > 空白,app.executeMenuCommand('spacing');,"execute menu command menu command string ""spacing""",app.executeMenuCommand({menuCommandString: 'spacing'});,29.4,99.0
634,menuCommandString_643,clearTypeScale,Other Text > Uniform Type,その他のテキスト > 文字の縦横比をリセット,app.executeMenuCommand('clearTypeScale');,"execute menu command menu command string ""clearTypeScale""",app.executeMenuCommand({menuCommandString: 'clearTypeScale'});,29.4,99.0
635,menuCommandString_644,highlightFont,Other Text > Highlight Font,その他のテキスト > フォントを強調表示,app.executeMenuCommand('highlightFont');,"execute menu command menu command string ""highlightFont""",app.executeMenuCommand({menuCommandString: 'highlightFont'});,29.4,99.0
636,menuCommandString_645,highlightFont2,Other Text > Highlight Font (Secondary),その他のテキスト > フォントを強調表示 (2),app.executeMenuCommand('highlightFont2');,"execute menu command menu command string ""highlightFont2""",app.executeMenuCommand({menuCommandString: 'highlightFont2'});,29.4,99.0
637,menuCommandString_646,leftAlign,Other Text > Left Align Text,その他のテキスト > 左 / 上揃え,app.executeMenuCommand('leftAlign');,"execute menu command menu command string ""leftAlign""",app.executeMenuCommand({menuCommandString: 'leftAlign'});,29.4,99.0
638,menuCommandString_647,centerAlign,Other Text > Center Text,その他のテキスト > 中央揃え,app.executeMenuCommand('centerAlign');,"execute menu command menu command string ""centerAlign""",app.executeMenuCommand({menuCommandString: 'centerAlign'});,29.4,99.0
639,menuCommandString_648,rightAlign,Other Text > Right Align Text,その他のテキスト > 右 / 下揃え,app.executeMenuCommand('rightAlign');,"execute menu command menu command string ""rightAlign""",app.executeMenuCommand({menuCommandString: 'rightAlign'});,29.4,99.0
640,menuCommandString_649,justify,Other Text > Justify Text Left,その他のテキスト > 均等配置 (最終行左 / 上揃え),app.executeMenuCommand('justify');,"execute menu command menu command string ""justify""",app.executeMenuCommand({menuCommandString: 'justify'});,29.4,99.0
641,menuCommandString_650,justifyCenter,Other Text > Justify Text Center,その他のテキスト > 均等配置 (最終行中央揃え),app.executeMenuCommand('justifyCenter');,"execute menu command menu command string ""justifyCenter""",app.executeMenuCommand({menuCommandString: 'justifyCenter'});,29.4,99.0
642,menuCommandString_651,justifyRight,Other Text > Justify Text Right,その他のテキスト > 均等配置 (最終行右 / 下揃え),app.executeMenuCommand('justifyRight');,"execute menu command menu command string ""justifyRight""",app.executeMenuCommand({menuCommandString: 'justifyRight'});,29.4,99.0
643,menuCommandString_652,justifyAll,Other Text > Justify All Lines,その他のテキスト > 両端揃え,app.executeMenuCommand('justifyAll');,"execute menu command menu command string ""justifyAll""",app.executeMenuCommand({menuCommandString: 'justifyAll'});,29.4,99.0
644,menuCommandString_653,toggleAutoHyphen,Other Text > Toggle Auto Hyphenation,その他のテキスト > 自動ハイフネーションを切り換え,app.executeMenuCommand('toggleAutoHyphen');,"execute menu command menu command string ""toggleAutoHyphen""",app.executeMenuCommand({menuCommandString: 'toggleAutoHyphen'});,29.4,99.0
645,menuCommandString_654,toggleLineComposer,Other Text > Toggle Line Composer,その他のテキスト > コンポーザーを切り換え,app.executeMenuCommand('toggleLineComposer');,"execute menu command menu command string ""toggleLineComposer""",app.executeMenuCommand({menuCommandString: 'toggleLineComposer'});,29.4,99.0
646,menuCommandString_655,~subscript,Other Text > Subscript,その他のテキスト > 下付き文字,app.executeMenuCommand('~subscript');,"execute menu command menu command string ""~subscript""",app.executeMenuCommand({menuCommandString: '~subscript'});,29.4,99.0
647,menuCommandString_656,~superScript,Other Text > Superscript,その他のテキスト > 上付き文字,app.executeMenuCommand('~superScript');,"execute menu command menu command string ""~superScript""",app.executeMenuCommand({menuCommandString: '~superScript'});,29.4,99.0
648,menuCommandString_657,~textBold,Other Text > Bold,その他のテキスト > 太字,app.executeMenuCommand('~textBold');,"execute menu command menu command string ""~textBold""",app.executeMenuCommand({menuCommandString: '~textBold'});,29.4,99.0
649,menuCommandString_658,~textItalic,Other Text > Italic,その他のテキスト > 斜体,app.executeMenuCommand('~textItalic');,"execute menu command menu command string ""~textItalic""",app.executeMenuCommand({menuCommandString: '~textItalic'});,29.4,99.0
650,menuCommandString_659,~textUnderline,Other Text > Underline,その他のテキスト > 下線,app.executeMenuCommand('~textUnderline');,"execute menu command menu command string ""~textUnderline""",app.executeMenuCommand({menuCommandString: '~textUnderline'});,29.4,99.0
651,menuCommandString_660,lock2,Other Object > Lock Others,その他のオブジェクト > 他をロック,app.executeMenuCommand('lock2');,"execute menu command menu command string ""lock2""",app.executeMenuCommand({menuCommandString: 'lock2'});,29.4,99.0
652,menuCommandString_661,hide2,Other Object > Hide Others,その他のオブジェクト > 他を隠す,app.executeMenuCommand('hide2');,"execute menu command menu command string ""hide2""",app.executeMenuCommand({menuCommandString: 'hide2'});,29.4,99.0
653,menuCommandString_662,repeatPathfinder,Other Object > Repeat Pathfinder,その他のオブジェクト > パスファインダーの繰り返し,app.executeMenuCommand('repeatPathfinder');,"execute menu command menu command string ""repeatPathfinder""",app.executeMenuCommand({menuCommandString: 'repeatPathfinder'});,29.4,99.0
654,menuCommandString_663,avgAndJoin,Other Object > Average & Join,その他のオブジェクト > 平均・連結,app.executeMenuCommand('avgAndJoin');,"execute menu command menu command string ""avgAndJoin""",app.executeMenuCommand({menuCommandString: 'avgAndJoin'});,29.4,99.0
655,menuCommandString_664,enterFocus,Other Object > Isolate Selected Object,その他のオブジェクト > 選択オブジェクト編集モード,app.executeMenuCommand('enterFocus');,"execute menu command menu command string ""enterFocus""",app.executeMenuCommand({menuCommandString: 'enterFocus'});,29.4,99.0
656,menuCommandString_665,exitFocus,Other Object > Exit Isolation Mode,その他のオブジェクト > 編集モードを終了,app.executeMenuCommand('exitFocus');,"execute menu command menu command string ""exitFocus""",app.executeMenuCommand({menuCommandString: 'exitFocus'});,29.4,99.0
657,menuCommandString_480,Adobe New Symbol Shortcut,Other Panel > New Symbol,その他のパネル > 新規シンボル,app.executeMenuCommand('Adobe New Symbol Shortcut');,"execute menu command menu command string ""Adobe New Symbol Shortcut""",app.executeMenuCommand({menuCommandString: 'Adobe New Symbol Shortcut'});,16,99
658,menuCommandString_481,Adobe Color Palette Secondary,Other Panel > Show Color Panel (Secondary),その他のパネル > カラーパネルを表示 (2),app.executeMenuCommand('Adobe Color Palette Secondary');,"execute menu command menu command string ""Adobe Color Palette Secondary""",app.executeMenuCommand({menuCommandString: 'Adobe Color Palette Secondary'});,16,99
659,menuCommandString_482,Adobe Actions Batch,Other Panel > Actions Batch,その他のパネル > アクションバッチ,app.executeMenuCommand('Adobe Actions Batch');,"execute menu command menu command string ""Adobe Actions Batch""",app.executeMenuCommand({menuCommandString: 'Adobe Actions Batch'});,16,99
660,menuCommandString_483,Adobe New Fill Shortcut,Other Panel > Add New Fill,その他のパネル > 新規塗りを追加,app.executeMenuCommand('Adobe New Fill Shortcut');,"execute menu command menu command string ""Adobe New Fill Shortcut""",app.executeMenuCommand({menuCommandString: 'Adobe New Fill Shortcut'});,16,99
661,menuCommandString_484,Adobe New Stroke Shortcut,Other Panel > Add New Stroke,その他のパネル > 新規線を追加,app.executeMenuCommand('Adobe New Stroke Shortcut');,"execute menu command menu command string ""Adobe New Stroke Shortcut""",app.executeMenuCommand({menuCommandString: 'Adobe New Stroke Shortcut'});,16,99
662,menuCommandString_485,Adobe New Style Shortcut,Other Panel > New Graphic Style,その他のパネル > 新規グラフィックスタイル,app.executeMenuCommand('Adobe New Style Shortcut');,"execute menu command menu command string ""Adobe New Style Shortcut""",app.executeMenuCommand({menuCommandString: 'Adobe New Style Shortcut'});,16,99
663,menuCommandString_486,AdobeLayerPalette2,Other Panel > New Layer,その他のパネル > 新規レイヤー,app.executeMenuCommand('AdobeLayerPalette2');,"execute menu command menu command string ""AdobeLayerPalette2""",app.executeMenuCommand({menuCommandString: 'AdobeLayerPalette2'});,16,99
664,menuCommandString_487,AdobeLayerPalette3,Other Panel > New Layer with Dialog,その他のパネル > 新規レイヤー (オプション表示),app.executeMenuCommand('AdobeLayerPalette3');,"execute menu command menu command string ""AdobeLayerPalette3""",app.executeMenuCommand({menuCommandString: 'AdobeLayerPalette3'});,16,99
665,menuCommandString_488,Adobe Update Link Shortcut,Other Panel > Update Link,その他のパネル > リンクを更新,app.executeMenuCommand('Adobe Update Link Shortcut');,"execute menu command menu command string ""Adobe Update Link Shortcut""",app.executeMenuCommand({menuCommandString: 'Adobe Update Link Shortcut'});,16,99
